National Register of Historic Places,,,,,,,,,,
National Historic Landmarks Documentation,,,,,,,,,,
Note:  Not all NHLs have been digitized yet,,,,,,,,,,
,,,,,,,,,,
Reference,State,County,City,Resource,Address,Date Listed,,Text,,Photos
Number,,,,Name,,on NR,,Click me,,Click me
66000703,SOUTH CAROLINA      ,Charleston              ,Charleston                          ,"Mills, Clark, Studio                                                                                                    ",51 Broad St.                                                                                                            ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000703.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000703.PDF,Photos
73001690,SOUTH CAROLINA      ,Charleston              ,Charleston                          ,Old Marine Hospital                                                                                                     ,20 Franklin St.                                                                                                         ,19731107,http://pdfhost.focus.nps.gov/docs/nhls/text/73001690.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/73001690.PDF,Photos
72001200,SOUTH CAROLINA      ,Charleston              ,Charleston                          ,Powder Magazine                                                                                                         ,79 Cumberland St.                                                                                                       ,19720105,http://pdfhost.focus.nps.gov/docs/nhls/text/72001200.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/72001200.PDF,Photos
73001691,SOUTH CAROLINA      ,Charleston              ,Charleston                          ,"Rhett, Robert Barnwell, House                                                                                           ",6 Thomas St.                                                                                                            ,19731107,http://pdfhost.focus.nps.gov/docs/nhls/text/73001691.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/73001691.PDF,Photos
73001692,SOUTH CAROLINA      ,Charleston              ,Charleston                          ,"Roper, Robert William, House                                                                                            ",9 E. Battery St.                                                                                                        ,19731107,http://pdfhost.focus.nps.gov/docs/nhls/text/73001692.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/73001692.PDF,Photos
71000750,SOUTH CAROLINA      ,Charleston              ,Charleston                          ,"Russell, Nathaniel, House                                                                                               ",51 Meeting St.                                                                                                          ,19710819,http://pdfhost.focus.nps.gov/docs/nhls/text/71000750.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000750.PDF,Photos
71000751,SOUTH CAROLINA      ,Charleston              ,Charleston                          ,"Rutledge, Edward, House                                                                                                 ",117 Broad St.                                                                                                           ,19711111,http://pdfhost.focus.nps.gov/docs/nhls/text/71000751.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000751.PDF,Photos
71000752,SOUTH CAROLINA      ,Charleston              ,Charleston                          ,"Rutledge, Gov. John, House                                                                                              ",116 Broad St.                                                                                                           ,19711107,http://pdfhost.focus.nps.gov/docs/nhls/text/71000752.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000752.PDF,Photos
71000753,SOUTH CAROLINA      ,Charleston              ,Charleston                          ,Simmons-Edwards House                                                                                                   ,12--14 Legare St.                                                                                                       ,19710125,http://pdfhost.focus.nps.gov/docs/nhls/text/71000753.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000753.PDF,Photos
73001702,SOUTH CAROLINA      ,Charleston              ,Mount Pleasant                      ,Snee Farm--Charles Pinckney National Historic Site                                                                      ,"6 mi. W of Mt. Pleasant, 1254 Long Point Rd.                                                                            ",19730413,http://pdfhost.focus.nps.gov/docs/nhls/text/73001702.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/73001702.PDF,Photos
70000581,SOUTH CAROLINA      ,Charleston              ,Georgetown                          ,"St. James Episcopal Church, Santee                                                                                      ",17 mi. S of Georgetown on the Santee River                                                                              ,19700415,http://pdfhost.focus.nps.gov/docs/nhls/text/70000581.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000581.PDF,Photos
66000704,SOUTH CAROLINA      ,Charleston              ,Charleston                          ,St. Michael's Episcopal Church                                                                                          ,80 Meeting St.                                                                                                          ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000704.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000704.PDF,Photos
73001695,SOUTH CAROLINA      ,Charleston              ,Charleston                          ,St. Philip's Episcopal Church                                                                                           ,146 Church St.                                                                                                          ,19731107,http://pdfhost.focus.nps.gov/docs/nhls/text/73001695.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/73001695.PDF,Photos
74001840,SOUTH CAROLINA      ,Charleston              ,Rantowles                           ,Stono River Slave Rebellion Site                                                                                        ,Off U.S. 17 on W bank of Wallace River                                                                                  ,19740530,http://pdfhost.focus.nps.gov/docs/nhls/text/74001840.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/74001840.PDF,Photos
70000578,SOUTH CAROLINA      ,Charleston              ,Charleston                          ,"Stuart, Col. John, House                                                                                                ",104--106 Tradd St.                                                                                                      ,19701022,http://pdfhost.focus.nps.gov/docs/nhls/text/70000578.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000578.PDF,Photos
73001696,SOUTH CAROLINA      ,Charleston              ,Charleston                          ,Unitarian Church                                                                                                        ,6 Archdale St.                                                                                                          ,19731107,http://pdfhost.focus.nps.gov/docs/nhls/text/73001696.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/73001696.PDF,Photos
89001229,SOUTH CAROLINA      ,Charleston              ,Mt. Pleasant                        ,USS CLAMAGORE (SS-343)                                                                                                  ,Patriot's Point                                                                                                         ,19890629,http://pdfhost.focus.nps.gov/docs/nhls/text/89001229.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/89001229.PDF,Photos
83002189,SOUTH CAROLINA      ,Charleston              ,Mount Pleasant                      ,USS LAFFEY                                                                                                              ,W of Mt. Pleasant on E side of Charleston Harbor                                                                        ,19830412,http://pdfhost.focus.nps.gov/docs/nhls/text/83002189.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/83002189.PDF,Photos
82001519,SOUTH CAROLINA      ,Charleston              ,Mount Pleasant                      ,USS YORKTOWN (CV-10)                                                                                                    ,W of Mt. Pleasant on E side of Charleston Harbor                                                                        ,19821110,http://pdfhost.focus.nps.gov/docs/nhls/text/82001519.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/82001519.PDF,Photos
76001698,SOUTH CAROLINA      ,Charleston              ,Charleston                          ,"Vesey, Denmark, House                                                                                                   ",56 Bull St.                                                                                                             ,19760511,http://pdfhost.focus.nps.gov/docs/nhls/text/76001698.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/76001698.PDF,Photos
66000706,SOUTH CAROLINA      ,Darlington              ,Hartsville                          ,Coker Experimental Farms                                                                                                ,W of Hartsville on SC 151                                                                                               ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000706.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000706.PDF,Photos
71000770,SOUTH CAROLINA      ,Dorchester              ,Summerville                         ,Middleton Place                                                                                                         ,SE of Summerville on SC 6l                                                                                              ,19710506,http://pdfhost.focus.nps.gov/docs/nhls/text/71000770.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000770.PDF,Photos
73001708,SOUTH CAROLINA      ,Florence                ,Johnsonville                        ,Snow's Island                                                                                                           ,Address Restricted                                                                                                      ,19730314,http://pdfhost.focus.nps.gov/docs/nhls/text/73001708.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/73001708.PDF,Photos
84002045,SOUTH CAROLINA      ,Georgetown              ,Murrells Inlet                      ,Atalaya                                                                                                                 ,Off US 17                                                                                                               ,19840907,http://pdfhost.focus.nps.gov/docs/nhls/text/84002045.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/84002045.PDF,Photos
71000782,SOUTH CAROLINA      ,Georgetown              ,Georgetown                          ,Hopsewee                                                                                                                ,12 mi. S of Georgetown on U.S. 17                                                                                       ,19710125,http://pdfhost.focus.nps.gov/docs/nhls/text/71000782.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000782.PDF,Photos
84003877,SOUTH CAROLINA      ,Georgetown              ,Georgetown                          ,"Rainey, Joseph H., House                                                                                                ",909 Prince St.                                                                                                          ,19840420,http://pdfhost.focus.nps.gov/docs/nhls/text/84003877.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/84003877.PDF,Photos
96000144,SOUTH CAROLINA      ,Greenville              ,City View                           ,Parker High School Auditorium                                                                                           ,900 Woodside Ave.                                                                                                       ,19960226,http://pdfhost.focus.nps.gov/docs/nhls/text/96000144.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/96000144.PDF,Photos
69000169,SOUTH CAROLINA      ,Greenwood               ,Ninety Six                          ,Ninety Six National Historic Site                                                                                       ,2 mi. S of Ninety Six between SC 248 and 27                                                                             ,19691203,http://pdfhost.focus.nps.gov/docs/nhls/text/69000169.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/69000169.PDF,Photos
85003258,SOUTH CAROLINA      ,Kershaw                 ,Camden                              ,Bethesda Presbyterian Church                                                                                            ,502 Dekalb St.                                                                                                          ,19850204,http://pdfhost.focus.nps.gov/docs/nhls/text/85003258.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/85003258.PDF,Photos
66000707,SOUTH CAROLINA      ,Kershaw                 ,Camden                              ,Camden Battlefield                                                                                                      ,5 mi. N of Camden on U.S. 521 and 601                                                                                   ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000707.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000707.PDF,Photos
80003673,SOUTH CAROLINA      ,Kershaw                 ,Camden                              ,Mulberry Plantation (Chesnut House)                                                                                     ,559 Sumter Highway                                                                                                      ,19801125,http://pdfhost.focus.nps.gov/docs/nhls/text/80003673.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/80003673.PDF,Photos
71000788,SOUTH CAROLINA      ,Lancaster               ,Lancaster                           ,Lancaster County Courthouse                                                                                             ,104 N. Main St.                                                                                                         ,19710224,http://pdfhost.focus.nps.gov/docs/nhls/text/71000788.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000788.PDF,Photos
71000789,SOUTH CAROLINA      ,Lancaster               ,Lancaster                           ,Lancaster County Jail                                                                                                   ,208 W. Gay St.                                                                                                          ,19710809,http://pdfhost.focus.nps.gov/docs/nhls/text/71000789.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000789.PDF,Photos
66000708,SOUTH CAROLINA      ,Pickens                 ,Clemson                             ,Fort Hill                                                                                                               ,Clemson University campus                                                                                               ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000708.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000708.PDF,Photos
76001710,SOUTH CAROLINA      ,Richland                ,Columbia                            ,Chapelle Administration Building                                                                                        ,1530 Harden St.                                                                                                         ,19761208,http://pdfhost.focus.nps.gov/docs/nhls/text/76001710.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/76001710.PDF,Photos
71000800,SOUTH CAROLINA      ,Richland                ,Columbia                            ,First Baptist Church                                                                                                    ,1306 Hampton St.                                                                                                        ,19710125,http://pdfhost.focus.nps.gov/docs/nhls/text/71000800.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000800.PDF,Photos
70000595,SOUTH CAROLINA      ,Richland                ,Columbia                            ,"Hall, Ainsley, House                                                                                                    ",1616 Blanding St.                                                                                                       ,19700716,http://pdfhost.focus.nps.gov/docs/nhls/text/70000595.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000595.PDF,Photos
70000890,SOUTH CAROLINA      ,Richland                ,Columbia                            ,"South Carolina State Hospital, Mills Building                                                                           ",2100 Bull St.                                                                                                           ,19700605,http://pdfhost.focus.nps.gov/docs/nhls/text/70000890.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000890.PDF,Photos
70000598,SOUTH CAROLINA      ,Richland                ,Columbia                            ,South Carolina Statehouse                                                                                               ,Main St.                                                                                                                ,19700605,http://pdfhost.focus.nps.gov/docs/nhls/text/70000598.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000598.PDF,Photos
72001224,SOUTH CAROLINA      ,Sumter                  ,Stateburg                           ,Borough House Plantation                                                                                                ,"Rt. 261, 0.8 mi. N of intersection of Rt. 261 and SC 76/3   78                                                          ",19720323,http://pdfhost.focus.nps.gov/docs/nhls/text/72001224.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/72001224.PDF,Photos
73001732,SOUTH CAROLINA      ,Sumter                  ,Stateburg                           ,Holy Cross Episcopal Church                                                                                             ,SC 261                                                                                                                  ,19731107,http://pdfhost.focus.nps.gov/docs/nhls/text/73001732.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/73001732.PDF,Photos
71000808,SOUTH CAROLINA      ,Sumter                  ,Pinewood                            ,Millford Plantation                                                                                                     ,W of Pinewood on SC 261                                                                                                 ,19711119,http://pdfhost.focus.nps.gov/docs/nhls/text/71000808.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000808.PDF,Photos
66000710,SOUTH DAKOTA        ,Buffalo                 ,Chamberlain                         ,Crow Creek Site                                                                                                         ,Address Restricted                                                                                                      ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000710.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000710.PDF,Photos
66000711,SOUTH DAKOTA        ,Buffalo                 ,Fort Thompson                       ,Fort Thompson Mounds                                                                                                    ,Address Restricted                                                                                                      ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000711.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000711.PDF,Photos
97000342,SOUTH DAKOTA        ,Campbell                ,Polock                              ,Vanderbilt Archeological Site                                                                                           ,Address Restricted                                                                                                      ,19970218,http://pdfhost.focus.nps.gov/docs/nhls/text/97000342.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/97000342.PDF,Photos
66000712,SOUTH DAKOTA        ,Davison                 ,Mitchell                            ,Mitchell Site                                                                                                           ,Address Restricted                                                                                                      ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000712.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000712.PDF,Photos
66000713,SOUTH DAKOTA        ,Dewey                   ,Mobridge                            ,Molstad Village                                                                                                         ,Address Restricted                                                                                                      ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000713.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000713.PDF,Photos
11000561,SOUTH DAKOTA        ,Fall River              ,Hot Springs                         ,"Battle Mountain Sanitarium, National Home For Disabled Volunteer Soldiers                                               ",500 North 5th St.                                                                                                       ,20110617,http://pdfhost.focus.nps.gov/docs/nhls/text/11000561.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/11000561.PDF,Photos
66000714,SOUTH DAKOTA        ,Hanson                  ,Bloom                               ,Bloom Site                                                                                                              ,Address Restricted                                                                                                      ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000714.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000714.PDF,Photos
66000715,SOUTH DAKOTA        ,Hughes                  ,Pierre                              ,Arzberger Site                                                                                                          ,Address Restricted                                                                                                      ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000715.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000715.PDF,Photos
66000716,SOUTH DAKOTA        ,Lawrence                ,Deadwood                            ,Deadwood Historic District                                                                                              ,Bounded by the city limits                                                                                              ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000716.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000716.PDF,Photos
74001893,SOUTH DAKOTA        ,Lawrence                ,Spearfish                           ,Frawley Historic Ranch                                                                                                  ,6 mi. E of Spearfish on U.S. 14                                                                                         ,19741231,http://pdfhost.focus.nps.gov/docs/nhls/text/74001893.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/74001893.PDF,Photos
66000717,SOUTH DAKOTA        ,Lyman                   ,Lower Brule                         ,Langdeau Site                                                                                                           ,Address Restricted                                                                                                      ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000717.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000717.PDF,Photos
73001746,SOUTH DAKOTA        ,Meade                   ,Sturgis                             ,Bear Butte                                                                                                              ,NE of Sturgis                                                                                                           ,19730619,http://pdfhost.focus.nps.gov/docs/nhls/text/73001746.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/73001746.PDF,Photos
66000719,SOUTH DAKOTA        ,Shannon                 ,Batesland                           ,Wounded Knee Battlefield                                                                                                ,"11 mi. W of Batesland, Pine Ridge Indian Reservation                                                                    ",19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000719.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000719.PDF,Photos
76001756,SOUTH DAKOTA        ,Stanley                 ,Fort Pierre                         ,Fort Pierre Chouteau Site                                                                                               ,N of Fort Pierre                                                                                                        ,19760403,http://pdfhost.focus.nps.gov/docs/nhls/text/76001756.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/76001756.PDF,Photos
74001899,SOUTH DAKOTA        ,Stanley                 ,Fort Pierre                         ,La Verendrye Site                                                                                                       ,Off U.S. 83                                                                                                             ,19740807,http://pdfhost.focus.nps.gov/docs/nhls/text/74001899.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/74001899.PDF,Photos
97001231,TENNESSEE           ,Bedford                 ,Shelbyville                         ,Jenkins Lutheran Chapel and Cemetery                                                                                    ,364 Shofner Bridge Rd.                                                                                                  ,19971017,http://pdfhost.focus.nps.gov/docs/nhls/text/97001231.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/97001231.PDF,Photos
66000721,TENNESSEE           ,Carter                  ,Elizabethton                        ,Sycamore Shoals                                                                                                         ,2 mi. W of Elizabethton on the Watauga River                                                                            ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000721.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000721.PDF,Photos
94001188,TENNESSEE           ,Cheatham                ,White Bluff                         ,Montgomery Bell Tunnel                                                                                                  ,Address Restricted                                                                                                      ,19940419,http://pdfhost.focus.nps.gov/docs/nhls/text/94001188.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/94001188.PDF,Photos
70000608,TENNESSEE           ,Davidson                ,Nashville                           ,First Presbyterian Church                                                                                               ,"154 5th Ave., N.                                                                                                        ",19700708,http://pdfhost.focus.nps.gov/docs/nhls/text/70000608.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000608.PDF,Photos
66000722,TENNESSEE           ,Davidson                ,Nashville                           ,"Hermitage, The                                                                                                          ",12 mi. E of Nashville on U.S. 70N                                                                                       ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000722.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000722.PDF,Photos
71000817,TENNESSEE           ,Davidson                ,Nashville                           ,"Jubilee Hall, Fisk University                                                                                           ","17th Ave., N.                                                                                                           ",19711209,http://pdfhost.focus.nps.gov/docs/nhls/text/71000817.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000817.PDF,Photos
66000723,TENNESSEE           ,Davidson                ,Nashville                           ,Peabody College for Teachers                                                                                            ,21st Ave. S. and Edgehill Ave.                                                                                          ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000723.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000723.PDF,Photos
71000819,TENNESSEE           ,Davidson                ,Nashville                           ,Ryman Auditorium                                                                                                        ,116 Fifth Ave. North                                                                                                    ,19710506,http://pdfhost.focus.nps.gov/docs/nhls/text/71000819.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000819.PDF,Photos
70000894,TENNESSEE           ,Davidson                ,Nashville                           ,Tennessee State Capitol                                                                                                 ,Capitol Hill                                                                                                            ,19700708,http://pdfhost.focus.nps.gov/docs/nhls/text/70000894.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/70000894.PDF,Photos
76001773,TENNESSEE           ,Fentress                ,Pall Mall                           ,"York, Alvin Cullom, Farm                                                                                                ",U.S. 127                                                                                                                ,19760511,http://pdfhost.focus.nps.gov/docs/nhls/text/76001773.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/76001773.PDF,Photos
86003510,TENNESSEE           ,Hamilton                ,Chattanooga                         ,Moccasin Bend Archeological District                                                                                    ,Address Restricted                                                                                                      ,19860908,http://pdfhost.focus.nps.gov/docs/nhls/text/86003510.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/86003510.PDF,Photos
79000279,TENNESSEE           ,Hardin                  ,Hurley                              ,Shiloh Indian Mounds Site                                                                                               ,E of Hurley in Shiloh National Military Park                                                                            ,19790427,http://pdfhost.focus.nps.gov/docs/nhls/text/79000279.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/79000279.PDF,Photos
66000726,TENNESSEE           ,Knox                    ,Knoxville                           ,"Blount, William, Mansion                                                                                                ",200 W. Hill Ave.                                                                                                        ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000726.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000726.PDF,Photos
73001806,TENNESSEE           ,Lauderdale              ,Fort Pillow                         ,Fort Pillow                                                                                                             ,TN 87                                                                                                                   ,19730411,http://pdfhost.focus.nps.gov/docs/nhls/text/73001806.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/73001806.PDF,Photos
66000727,TENNESSEE           ,Madison                 ,Pinson                              ,Pinson Mounds                                                                                                           ,Address Restricted                                                                                                      ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000727.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000727.PDF,Photos
66000728,TENNESSEE           ,Maury                   ,Columbia                            ,"Polk, James K., House                                                                                                   ",W. 7th and S. High Sts.                                                                                                 ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000728.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000728.PDF,Photos
71000825,TENNESSEE           ,Maury                   ,Columbia                            ,Rattle and Snap                                                                                                         ,Andrew Jackson Hwy. (TN 43)                                                                                             ,19711111,http://pdfhost.focus.nps.gov/docs/nhls/text/71000825.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000825.PDF,Photos
66000729,TENNESSEE           ,Monroe                  ,Vonore                              ,Fort Loudoun                                                                                                            ,U.S. 411                                                                                                                ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000729.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000729.PDF,Photos
72001251,TENNESSEE           ,Rhea                    ,Dayton                              ,Rhea County Courthouse                                                                                                  ,Market St. between 2nd and 3rd Aves.                                                                                    ,19721107,http://pdfhost.focus.nps.gov/docs/nhls/text/72001251.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/72001251.PDF,Photos
66000720,TENNESSEE           ,Roane                   ,Oak Ridge                           ,"X-10 Reactor, Oak Ridge National Laboratory                                                                             ",Oak Ridge National Laboratory                                                                                           ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000720.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000720.PDF,Photos
66000731,TENNESSEE           ,Shelby                  ,Memphis                             ,Beale Street Historic District                                                                                          ,Beale St. from 2nd to 4th Sts.                                                                                          ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000731.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000731.PDF,Photos
73001830,TENNESSEE           ,Shelby                  ,Memphis                             ,Chucalissa Indian Village                                                                                               ,Mitchell Rd.                                                                                                            ,19730507,http://pdfhost.focus.nps.gov/docs/nhls/text/73001830.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/73001830.PDF,Photos
91001585,TENNESSEE           ,Shelby                  ,Memphis                             ,Graceland                                                                                                               ,3764 Elvis Presley Blvd.                                                                                                ,19911107,http://pdfhost.focus.nps.gov/docs/nhls/text/91001585.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/91001585.PDF,Photos
03001031,TENNESSEE           ,Shelby                  ,Memphis                             ,"Sun Record Company, Memphis Recording Service                                                                           ",706 Union Avenue                                                                                                        ,20030731,http://pdfhost.focus.nps.gov/docs/nhls/text/03001031.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/03001031.PDF,Photos
66000733,TENNESSEE           ,Sullivan                ,Kingsport                           ,Long Island of the Holston                                                                                              ,S fork of the Holston River                                                                                             ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000733.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000733.PDF,Photos
71000838,TENNESSEE           ,Sumner                  ,Castalian Springs                   ,Castalian Springs                                                                                                       ,"Gallatin-Hartsville Pike, TN 25                                                                                         ",19710714,http://pdfhost.focus.nps.gov/docs/nhls/text/71000838.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/71000838.PDF,Photos
11000560,TENNESSEE           ,Washington              ,Johnson City (Mountain Home P.O)    ,"Mountain Branch, National Home For Disabled Volunteer Soldiers                                                          ",Corner of Lamont and Sidney Sts.                                                                                        ,20110617,http://pdfhost.focus.nps.gov/docs/nhls/text/11000560.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/11000560.PDF,Photos
66000734,TENNESSEE           ,Williamson              ,Franklin                            ,Franklin Battlefield                                                                                                    ,S of Franklin on U.S. 31                                                                                                ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000734.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000734.PDF,Photos
73001859,TENNESSEE           ,Williamson              ,Franklin                            ,Hiram Masonic Lodge No. 7                                                                                               ,S. 2nd Ave.                                                                                                             ,19731107,http://pdfhost.focus.nps.gov/docs/nhls/text/73001859.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/73001859.PDF,Photos
66000807,TEXAS               ,Armstrong               ,Palo Duro                           ,J A Ranch                                                                                                               ,Palo Duro Canyon                                                                                                        ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000807.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000807.PDF,Photos
97001242,TEXAS               ,Bastrop                 ,Bastrop                             ,Bastrop State Park                                                                                                      ,"East of Bastrop, bet. TX 21 & 71                                                                                        ",19970925,http://pdfhost.focus.nps.gov/docs/nhls/text/97001242.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/97001242.PDF,Photos
66000808,TEXAS               ,Bexar                   ,San Antonio                         ,"Alamo, The                                                                                                              ",Alamo Plaza                                                                                                             ,19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000808.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000808.PDF,Photos
66000809,TEXAS               ,Bexar                   ,San Antonio                         ,Espada Aqueduct                                                                                                         ,"Espada Rd., E of U.S. 281S                                                                                              ",19661015,http://pdfhost.focus.nps.gov/docs/nhls/text/66000809.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/66000809.PDF,Photos
75001950,TEXAS               ,Bexar                   ,San Antonio                         ,Fort Sam Houston                                                                                                        ,N edge of San Antonio                                                                                                   ,19750515,http://pdfhost.focus.nps.gov/docs/nhls/text/75001950.PDF,Text,http://pdfhost.focus.nps.gov/docs/nhls/photos/75001950.PDF,Photos
